Source	Target	Type
3010689082	porro	Undirected
3010689082	tenerme	Undirected
3010689082	tu	Undirected
3010689082	ultima	Undirected
3010689082	vez	Undirected
3010689082	yoooooo	Undirected
3010689082	última	Undirected
3011821726	amigos	Undirected
3011821726	ecl	Undirected
3011821726	problemas	Undirected
301187616	???	Undirected
301187616	botar	Undirected
301187616	cancion	Undirected
301187616	cara	Undirected
301187616	castle	Undirected
301187616	ed	Undirected
301187616	gastritis	Undirected
301187616	gato	Undirected
301187616	give	Undirected
301187616	glamour	Undirected
301187616	halsey	Undirected
301187616	love	Undirected
301187616	maldita	Undirected
301187616	mama	Undirected
301187616	mujer	Undirected
301187616	música	Undirected
301187616	perro	Undirected
301187616	pop	Undirected
301187616	primero	Undirected
301187616	puto	Undirected
301187616	ratos	Undirected
301187616	repito	Undirected
301187616	sheeran	Undirected
301187616	things	Undirected
301187616	whatsapp	Undirected
3012714072	cocoli	Undirected
3012714072	locks	Undirected
3012714072	panamax	Undirected
3012714072	the	Undirected
3012714072	vessel	Undirected
3015581739	gracias	Undirected
3019468000	@fraunderwood	Undirected
3019468000	buenas	Undirected
3019468000	cam	Undirected
3019468000	demas	Undirected
3019468000	descanses	Undirected
3019468000	favorito	Undirected
3019468000	hackearte	Undirected
3019468000	iguales	Undirected
3019468000	mejores	Undirected
3019468000	políticos	Undirected
3019468000	😃	Undirected
3019468000	😬	Undirected
3019468000	😴	Undirected
3020185499	@carocabarcas15	Undirected
3020185499	agua	Undirected
3020185499	alto	Undirected
3020185499	aviso	Undirected
3020185499	completas	Undirected
3020185499	comí	Undirected
3020185499	cule	Undirected
3020185499	dios	Undirected
3020185499	manuel	Undirected
3020185499	niñas	Undirected
3020185499	niño	Undirected
3020185499	regueeton	Undirected
3020185499	tranquila	Undirected
3020185499	🎶	Undirected
3020185499	👅	Undirected
3020185499	💕	Undirected
3020185499	😇	Undirected
3020185499	😑	Undirected
3021856511	libre	Undirected
3021856511	película	Undirected
3024152585	adele	Undirected
3024152585	hello	Undirected
3024152585	😢	Undirected
302872962	@annarquia	Undirected
302872962	abogada	Undirected
302872962	banana	Undirected
302872962	comono	Undirected
302872962	entocnes	Undirected
302872962	hacerlo	Undirected
302872962	ideas	Undirected
302872962	inocenteeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee	Undirected
302872962	juez	Undirected
302872962	madurado	Undirected
302872962	nadaaa	Undirected
302872962	orden	Undirected
302872962	pana	Undirected
302872962	shh	Undirected
302872962	william	Undirected
302902507	dolor	Undirected
302902507	garganta	Undirected
302902507	maldito	Undirected
3031756792	amor	Undirected
3031756792	cojio	Undirected
3031756792	color	Undirected
3031756792	jajaja	Undirected
3031756792	llegaste	Undirected
3031756792	marco	Undirected
3031756792	sentido	Undirected
3031756792	suave	Undirected
3031756792	temaaaaaaa	Undirected
3031756792	yaaa	Undirected
3031756792	✋	Undirected
3031756792	🍻	Undirected
3031756792	🎶	Undirected
3031756792	🎺	Undirected
3031756792	😍	Undirected
3031756792	😭	Undirected
303500621	cambio	Undirected
303500621	coca	Undirected
303500621	debien	Undirected
303500621	libere	Undirected
303500621	oposición	Undirected
303500621	razón	Undirected
303500621	social	Undirected
303500621	yasesabe	Undirected
3039693499	❤	Undirected
3039693499	〜	Undirected
3039693499	い	Undirected
3039693499	か	Undirected
3039693499	が	Undirected
3039693499	き	Undirected
3039693499	こ	Undirected
3039693499	す	Undirected
3039693499	て	Undirected
3039693499	で	Undirected
3039693499	と	Undirected
3039693499	べ	Undirected
3039693499	や	Undirected
3039693499	る	Undirected
3039693499	ろ	Undirected
3039693499	わ	Undirected
3039693499	ん	Undirected
3039693499	😳	Undirected
304126345	culpa	Undirected
304126345	lástima	Undirected
304126345	minuto	Undirected
304126345	último	Undirected
304615032	triste	Undirected
3050699189	superior	Undirected
305103941	manera	Undirected
305183139	mierda	Undirected
305222657	créditos	Undirected
305222657	fotógrafa	Undirected
305222657	🙋	Undirected
305288817	🎶	Undirected
3057915693	hola	Undirected
3057915693	💙	Undirected
3057915693	😍	Undirected
3057915693	😏	Undirected
305804436	directo	Undirected
305804436	miro	Undirected
305919063	amor	Undirected
305919063	camino	Undirected
305919063	contigo	Undirected
305919063	dios	Undirected
305919063	largo	Undirected
305919063	pienses	Undirected
305919063	sentimientos	Undirected
305919063	tus	Undirected
305919063	😂	Undirected
3060396744	@andresperezap	Undirected
3060396744	feliz	Undirected
3060396744	llegado	Undirected
3060396744	vida	Undirected
3060396744	❤	Undirected
306238787	fe	Undirected
306238787	grande	Undirected
306238787	miedos	Undirected
306238787	nuncaaaaá	Undirected
306483947	cuarto	Undirected
306483947	gravedad	Undirected
306486586	crush	Undirected
306486586	favorita	Undirected
306486586	😍	Undirected
306768300	🍻	Undirected
306826292	amanhã	Undirected
306826292	as	Undirected
306826292	dormindo	Undirected
306826292	pessoas	Undirected
306826292	quero	Undirected
306826292	sem	Undirected
306826292	sono	Undirected
307053699	amoorrr	Undirected
307053699	corazón	Undirected
307053699	decirte	Undirected
307053699	explicacioness	Undirected
307053699	miedo	Undirected
307053699	sabrosaa	Undirected
307336961	@isabellaospino	Undirected
307336961	amor	Undirected
307336961	corazón	Undirected
307336961	forma	Undirected
307336961	imaginación	Undirected
307336961	mentiras	Undirected
307336961	ocultarte	Undirected
307336961	personaje	Undirected
307336961	❤	Undirected
307336961	🏻	Undirected
307336961	👌	Undirected
307336961	👏	Undirected
307336961	😏	Undirected
307336961	🙌	Undirected
307500542	amor	Undirected
307500542	vida	Undirected
3076202841	mala	Undirected
307643396	#spamdeojos	Undirected
307643396	@savanesca	Undirected
3076843471	foto	Undirected
3076843471	☺	Undirected
3076843471	😢	Undirected
3078178505	cosas	Undirected
3078178505	decirte	Undirected
30795592	@karynacortes	Undirected
30795592	brasil	Undirected
30795592	disquera	Undirected
30795592	esfuerzo	Undirected
30795592	grande	Undirected
30795592	nadieee	Undirected
30795592	obligado	Undirected
30795592	pobres	Undirected
30795592	problema	Undirected
30795592	solo	Undirected
30795592	viejitarocks	Undirected
30795592	👏	Undirected
30795592	💤	Undirected
30795592	😂	Undirected
3080178471	gente	Undirected
3080739083	corazón	Undirected
3080739083	destino	Undirected
3080739083	melancolía	Undirected
3080739083	mierda	Undirected
3080739083	mm	Undirected
3080739083	momentos	Undirected
3080739083	posible	Undirected
3080739083	rápido	Undirected
3081104615	#eslaultima	Undirected
3081104615	#fail	Undirected
3081104615	amen	Undirected
3081104615	descripcion	Undirected
3081104615	gráfica	Undirected
3081104615	jajajajaja	Undirected
3081104615	momentos	Undirected
3081104615	nuevo	Undirected
3081104615	😂	Undirected
3081104615	😴	Undirected
308118954	🍷	Undirected
308118954	😊	Undirected
3083197919	levantarme	Undirected
3083197919	✌	Undirected
3083197919	😃	Undirected
308664457	🎶	Undirected
3088887627	😍	Undirected
3089936465	buga	Undirected
3089936465	locos	Undirected
3089936465	valle	Undirected
3089936465	verte	Undirected
309264004	dinero	Undirected
309264004	mente	Undirected
309264004	recorrida	Undirected
309264004	rostro	Undirected
309264004	simple	Undirected
309264004	solo	Undirected
3094511686	@camiparamo	Undirected
3094511686	@sebascruzm2	Undirected
3094511686	paja	Undirected
3094511686	toma	Undirected
3094511686	😽	Undirected
3095057821	#falsodineroelectronico	Undirected
3095057821	comodinero	Undirected
3095057821	decirculacion	Undirected
3095057821	efectivo	Undirected
3095057821	personas	Undirected
3095057821	razonamiento	Undirected
3097204765	😂	Undirected
3098019551	v	Undirected
309899389	hermoso	Undirected
309899389	😍	Undirected
3099596735	@fxckmelauregui	Undirected
3099596735	prima	Undirected
3099596735	😹	Undirected
309978474	😂	Undirected
309993963	@roaernesto	Undirected
310607677	malditas	Undirected
310607677	pirobas	Undirected
310607677	vecinas	Undirected
310607677	💛	Undirected
31066766	@deliriocali	Undirected
31066766	intermedio	Undirected
31066766	prendida	Undirected
31066766	rumba	Undirected
31066766	show	Undirected
31066766	vez	Undirected
311036753	#canciondeldesierto	Undirected
311036753	dios	Undirected
311036753	god	Undirected
311036753	of	Undirected
311036753	the	Undirected
311477330	comunidades	Undirected
311477330	regional	Undirected
311477330	terrenos	Undirected
311678155	aguante	Undirected
311678155	c	Undirected
311678155	corazón	Undirected
311678155	dolores	Undirected
311678155	feos	Undirected
311678155	mios	Undirected
311678155	ojos	Undirected
311678155	spam	Undirected
311678155	tears	Undirected
311678155	total	Undirected
311689555	@isabeldc13	Undirected
311689555	caliente	Undirected
311689555	hora	Undirected
311748616	@borisescorcia1	Undirected
311864397	dios	Undirected
311864397	fe	Undirected
311864397	qiero	Undirected
3119601629	muelas	Undirected
3122975237	@dayanarjs05	Undirected
3122975237	idiotaaaa	Undirected
3122975237	linda	Undirected
3122975237	pereza	Undirected
3122975237	plata	Undirected
3122975237	s	Undirected
3122975237	sentir	Undirected
3122975237	seree	Undirected
3122975237	severo	Undirected
3122975237	solterona	Undirected
3122975237	tarco	Undirected
3122975237	tía	Undirected
3122975237	yalodije	Undirected
3122975237	👌	Undirected
3122975237	😎	Undirected
3122975237	😔	Undirected
3122975237	🙈	Undirected
312407023	🇪	Undirected
312432586	ascencion	Undirected
312432586	ig	Undirected
312432586	loco	Undirected
312432586	losojo	Undirected
312432586	puyalo	Undirected
312432586	sorprendido	Undirected
312432586	tragic	Undirected
312719924	#arubaeats	Undirected
312719924	#fishandchips	Undirected
312719924	bar	Undirected
312719924	beach	Undirected
312719924	restaurant	Undirected
3129248188	qlo	Undirected
3130079939	amor	Undirected
3130079939	dinerooo	Undirected
3130079939	fuerte	Undirected
3130079939	ilusiooonnn	Undirected
3130079939	importante	Undirected
3130079939	mejor	Undirected
3130079939	mundo	Undirected
3130079939	nooo	Undirected
3130079939	rodillas	Undirected
3130079939	ruego	Undirected
3130079939	vallenato	Undirected
3130079939	viejo	Undirected
3130079939	🎯	Undirected
3130079939	🎼	Undirected
3130079939	🏾	Undirected
3130079939	👆	Undirected
3130079939	💥	Undirected
3130079939	💯	Undirected
3132059860	#sebastianvillalobosyoutuber	Undirected
3132059860	ayuda	Undirected
3132059860	tenlo	Undirected
313477433	café	Undirected
313477433	contigo	Undirected
313477433	días	Undirected
313477433	😂	Undirected
313477433	🙆	Undirected
314273352	jajajajaja	Undirected
31446028	👇	Undirected
314899582	@luisaordomora	Undirected
314899582	ajajjajaja	Undirected
314899582	años	Undirected
314899582	cuarto	Undirected
314899582	gracias	Undirected
314899582	hermanito	Undirected
314899582	hijueputa	Undirected
314899582	jajaja	Undirected
314899582	jajajajaj	Undirected
314899582	jajajajajaja	Undirected
314899582	mae	Undirected
314899582	marica	Undirected
314899582	negro	Undirected
314899582	oyelo	Undirected
314899582	perro	Undirected
314899582	ps	Undirected
314899582	puto	Undirected
314899582	ud	Undirected
314899582	verga	Undirected
314912244	suerte	Undirected
314912244	wpp	Undirected
315421486	chica	Undirected
315421486	necesito	Undirected
3158273497	escribirnos	Undirected
3158273497	información	Undirected
3158273497	llamarnos	Undirected
3158273497	☎	Undirected
3158273497	👍	Undirected
3158273497	📱	Undirected
315894096	ajkdljakldjkasjdkljsdksadjk	Undirected
315894096	belleza	Undirected
315894096	cuentas	Undirected
315894096	diego	Undirected
315894096	dios	Undirected
315894096	estado	Undirected
315894096	estoy	Undirected
315894096	fino	Undirected
315894096	grax	Undirected
315894096	hadjngo	Undirected
315894096	joc	Undirected
315894096	kajskldjkasljdkl	Undirected
315894096	lkjsakljslkajsalkjskljsalksklajs	Undirected
315894096	lok	Undirected
315894096	maldito	Undirected
315894096	miranda	Undirected
315894096	personas	Undirected
315894096	pq	Undirected
315894096	silenciadas	Undirected
315894096	valencia	Undirected
315894096	whatsapp	Undirected
315894096	why	Undirected
315918406	@gisusrivas	Undirected
315918406	abrazadita	Undirected
315918406	ahhh	Undirected
315918406	arrechera	Undirected
315918406	asi	Undirected
315918406	bueno	Undirected
315918406	búsqueda	Undirected
315918406	cajita	Undirected
315918406	canción	Undirected
315918406	cantarla	Undirected
315918406	canto	Undirected
315918406	conmigo	Undirected
315918406	dormimos	Undirected
315918406	duro	Undirected
315918406	día	Undirected
315918406	entera	Undirected
315918406	falta	Undirected
315918406	felicidad	Undirected
315918406	hambre	Undirected
315918406	iguaaaaal	Undirected
315918406	igual	Undirected
315918406	implacable	Undirected
315918406	jajajaja	Undirected
315918406	jajajajaja	Undirected
315918406	juntos	Undirected
315918406	listooooo	Undirected
315918406	machito	Undirected
315918406	marico	Undirected
315918406	medio	Undirected
315918406	motivo	Undirected
315918406	niño	Undirected
315918406	parte	Undirected
315918406	partida	Undirected
315918406	pasión	Undirected
315918406	pierna	Undirected
315918406	primos	Undirected
315918406	solo	Undirected
315918406	sorpresas	Undirected
315918406	tai	Undirected
315918406	técnicas	Undirected
315918406	usarla	Undirected
315918406	vez	Undirected
315918406	vida	Undirected
315918406	vos	Undirected
315918406	zzz	Undirected
315918406	único	Undirected
315918406	♥	Undirected
315918406	🙄	Undirected
3160197535	fijas	Undirected
316087805	chao	Undirected
3161489278	@azuresolaris	Undirected
3161489278	aesthetic	Undirected
3161489278	all	Undirected
3161489278	also	Undirected
3161489278	and	Undirected
3161489278	arabian	Undirected
3161489278	being	Undirected
3161489278	both	Undirected
3161489278	brock	Undirected
3161489278	built	Undirected
3161489278	but	Undirected
3161489278	cant	Undirected
3161489278	death	Undirected
3161489278	enters	Undirected
3161489278	i	Undirected
3161489278	idea	Undirected
3161489278	if	Undirected
3161489278	in	Undirected
3161489278	is	Undirected
3161489278	it	Undirected
3161489278	its	Undirected
3161489278	like	Undirected
3161489278	man	Undirected
3161489278	mercs	Undirected
3161489278	monster	Undirected
3161489278	more	Undirected
3161489278	normally	Undirected
3161489278	of	Undirected
3161489278	on	Undirected
3161489278	owns	Undirected
3161489278	send	Undirected
3161489278	strippers	Undirected
3161489278	succesfully	Undirected
3161489278	than	Undirected
3161489278	the	Undirected
3161489278	think	Undirected
3161489278	this	Undirected
3161489278	vampire	Undirected
3161489278	want	Undirected
3161489278	way	Undirected
3161489278	with	Undirected
31627359	reino	Undirected
31627359	tweet	Undirected
3166857461	ayuda	Undirected
3166857461	barrera	Undirected
3166857461	ca	Undirected
3166857461	coñoooooooooo	Undirected
3166857461	creo	Undirected
3166857461	dios	Undirected
3166857461	estoy	Undirected
3166857461	flaaaaaaaaaash	Undirected
3166857461	help	Undirected
3166857461	iba	Undirected
3166857461	imitador	Undirected
3166857461	iris	Undirected
3166857461	joe	Undirected
3166857461	myself	Undirected
3166857461	n't	Undirected
3166857461	nojodaaaaa	Undirected
3166857461	pasando	Undirected
3166857461	rápido	Undirected
3166857461	supo	Undirected
3166857461	tendrá	Undirected
3166857461	volviéndome	Undirected
3166857461	with	Undirected
3166857461	ya	Undirected
317344523	bby	Undirected
317344523	romeo	Undirected
3178391837	confianza	Undirected
3178391837	😌	Undirected
3178391837	😳	Undirected
318570666	medio	Undirected
318810740	ausente	Undirected
318810740	bar	Undirected
318810740	calle	Undirected
318810740	caricia	Undirected
318810740	cavernícolas	Undirected
318810740	di	Undirected
318810740	dura	Undirected
318810740	floridaaa	Undirected
318810740	futuro	Undirected
318810740	glorias	Undirected
318810740	huellas	Undirected
318810740	iguales	Undirected
318810740	marta	Undirected
318810740	melancolía	Undirected
318810740	obra	Undirected
318810740	olvidarte	Undirected
318810740	papel	Undirected
318810740	par	Undirected
318810740	pastillas	Undirected
318810740	principio	Undirected
318810740	recuerdo	Undirected
318810740	rigor	Undirected
318810740	solo	Undirected
318810740	sueñas	Undirected
318810740	suma	Undirected
318810740	síndrome	Undirected
318810740	taxi	Undirected
318810740	tocarte	Undirected
318810740	🎧	Undirected
318810740	😖	Undirected
318810740	😴	Undirected
3191372704	dios	Undirected
3191372704	gracias	Undirected
3191372704	💪	Undirected
3191730642	bueno	Undirected
3191730642	caraja	Undirected
3191730642	cuento	Undirected
3191730642	humor	Undirected
3191730642	igual	Undirected
3191730642	ladilla	Undirected
3191730642	ngvn	Undirected
3191730642	tonto	Undirected
3191730642	vaina	Undirected
3191730642	yera	Undirected
319256082	😳	Undirected
319276032	and	Undirected
319276032	bf	Undirected
319276032	im	Undirected
319276032	now	Undirected
319276032	one	Undirected
319276032	💋	Undirected
319276032	😇	Undirected
3192803795	ai	Undirected
3192803795	do	Undirected
3192803795	fu	Undirected
3192803795	games	Undirected
3192803795	get	Undirected
3192803795	i	Undirected
3192803795	if	Undirected
3192803795	n't	Undirected
3192803795	play	Undirected
3192803795	the	Undirected
3192803795	to	Undirected
3192803795	w	Undirected
3192803795	you	Undirected
319848617	celos	Undirected
319848617	corazón	Undirected
319848617	el.corazón	Undirected
319848617	hablarte	Undirected
319848617	papá	Undirected
319848617	poderte	Undirected
319848617	sentirte	Undirected
3198496240	as	Undirected
3198496240	clipe	Undirected
3198496240	demais	Undirected
3198496240	pela	Undirected
319876839	a.	Undirected
319876839	cosas	Undirected
319876839	credo	Undirected
319876839	proyecto	Undirected
319876839	silvestre	Undirected
319876839	simples	Undirected
319876839	🎤	Undirected
319876839	🎧	Undirected
319876839	🎶	Undirected
319923274	ai	Undirected
319923274	call	Undirected
319923274	com	Undirected
319923274	noa	Undirected
319923274	pai	Undirected
319923274	porra	Undirected
319923274	q	Undirected
319923274	quero	Undirected
319923274	so	Undirected
319923274	sozinha	Undirected
319923274	vizinhança	Undirected
3204067018	#fiftyshades	Undirected
3204067018	#fsd	Undirected
3204067018	#fsog	Undirected
3204067018	50tons	Undirected
3204067018	ele	Undirected
3204067018	semana	Undirected
3209225913	cali	Undirected
320929416	acá	Undirected
320929416	loquera	Undirected
320929416	👽	Undirected
321048493	always	Undirected
321048493	know	Undirected
321048493	say	Undirected
3210921105	corazón	Undirected
3210921105	niche	Undirected
3210921105	🎶	Undirected
3214576167	babositos	Undirected
3214576167	causa	Undirected
3214576167	escalofríos	Undirected
3214576167	estomago	Undirected
3214576167	estrés	Undirected
3214576167	frío	Undirected
3214576167	gonorreitas	Undirected
3214576167	jaj	Undirected
3214576167	mandenn	Undirected
3214576167	mejores	Undirected
3214576167	noche	Undirected
3214576167	razón	Undirected
3214576167	salirrr	Undirected
3214576167	sola	Undirected
3214576167	todo	Undirected
3215060941	@imarioruiz	Undirected
3215219512	web	Undirected
3215219512	whatsapp	Undirected
321540233	bravooooooo	Undirected
321540233	fotos	Undirected
321540233	pc	Undirected
321540233	recuerdo	Undirected
321540233	ver	Undirected
321540233	👏	Undirected
321540233	📷	Undirected
321540233	😊	Undirected
321540233	😍	Undirected
321540233	🙊	Undirected
321563663	celos	Undirected
321563663	profundo	Undirected
321563663	😇	Undirected
321633959	as	Undirected
321633959	com	Undirected
321633959	demais	Undirected
321633959	gente	Undirected
321633959	vezes	Undirected
321677787	#twitteroff	Undirected
321677787	@imarabarboza	Undirected
321677787	bendiga	Undirected
321677787	cumpleaños	Undirected
321677787	decirlo	Undirected
321677787	dios	Undirected
321677787	disfrutes	Undirected
321677787	dtb	Undirected
321677787	día	Undirected
321677787	feliz	Undirected
321677787	hacerlo	Undirected
321677787	hembra	Undirected
321677787	mente	Undirected
321677787	queridos	Undirected
321677787	querían	Undirected
321677787	reina	Undirected
321677787	revés	Undirected
321677787	salio	Undirected
321677787	seres	Undirected
321677787	serian	Undirected
321677787	supieran	Undirected
321677787	varón	Undirected
321677787	zl	Undirected
321677787	💤	Undirected
321677787	😘	Undirected
3217894755	educa	Undirected
3217894755	miedo	Undirected
3217894755	solo	Undirected
3217894755	sueldo	Undirected
321fuckyou	2872093200	Undirected
322203077	chat	Undirected
322203077	coherencia	Undirected
322203077	contigo	Undirected
322203077	luzzz	Undirected
322203077	mañana	Undirected
322203077	nuevo	Undirected
322203077	triste	Undirected
322203077	🎶	Undirected
32222008	@sarifernandez	Undirected
32222008	guerra	Undirected
32222008	jajaja	Undirected
32222008	portoviejo	Undirected
32222008	tono	Undirected
32222008	❤	Undirected
32222008	🎼	Undirected
32222008	😁	Undirected
32222008	😍	Undirected
322426922	aplicación	Undirected
322426922	app	Undirected
322426922	bella	Undirected
322426922	cabeza	Undirected
322426922	compartirla	Undirected
322426922	final	Undirected
322426922	hecha	Undirected
322426922	inmediato	Undirected
322426922	jaajajajajajjajajajajajaajjaa	Undirected
322426922	jajajaajajaajaja	Undirected
322426922	jajajaja	Undirected
322426922	ladilla	Undirected
322426922	okay	Undirected
322426922	okok	Undirected
322426922	persona	Undirected
322426922	personas	Undirected
322426922	principio	Undirected
322426922	sola	Undirected
322426922	vainas	Undirected
322426922	vida	Undirected
3226556813	girl	Undirected
3226556813	much	Undirected
3226556813	so	Undirected
3226556813	this	Undirected
322720863	@elcomerciocom	Undirected
322720863	elecciones	Undirected
322720863	guía	Undirected
322720863	práctica	Undirected
3227300578	dormir	Undirected
3227300578	tarde	Undirected
3227300578	tipico	Undirected
3227300578	😂	Undirected
322832714	necesario	Undirected
3232261887	@yisavendaofans	Undirected
3232261887	hemosa	Undirected
3232261887	muñeca	Undirected
3232402179	día	Undirected
3234855309	amargos	Undirected
3234855309	dias	Undirected
3234855309	razón	Undirected
3238247428	ajajajja	Undirected
3238247428	asco	Undirected
3238247428	broooo	Undirected
3238247428	famous	Undirected
3238247428	jajajajajja	Undirected
3238247428	loco	Undirected
3238247428	serie	Undirected
3238247428	video	Undirected
323836744	remo	Undirected
323836744	romulo	Undirected
3239693559	cosas	Undirected
3239693559	malas	Undirected
3239693559	pervertidas	Undirected
3241429947	canción	Undirected
3241429947	espesa	Undirected
3241429947	hayuelos	Undirected
3241429947	imposibles	Undirected
3241429947	jajajaja	Undirected
3241429947	jum	Undirected
3241429947	nube	Undirected
3241429947	nublo	Undirected
3241429947	vida	Undirected
3241429947	💔	Undirected
3241429947	😢	Undirected
3242429283	bacon	Undirected
3242429283	chicharrón	Undirected
3242429283	do	Undirected
3242429283	head	Undirected
3242429283	is	Undirected
3242429283	n't	Undirected
3242429283	or	Undirected
3242429283	that	Undirected
3242429283	the	Undirected
3242791859	come	Undirected
3242791859	desayuno	Undirected
3242791859	maduro	Undirected
3242791859	mango	Undirected
3242791859	paises	Undirected
3242791859	puta	Undirected
3242804955	ajaaaaaa	Undirected
3242804955	genial	Undirected
3242804955	hora	Undirected
3242804955	mal	Undirected
3242804955	mejores	Undirected
3242804955	moda	Undirected
3242804955	rio	Undirected
3242804955	roma	Undirected
3242804955	stayla	Undirected
3242804955	video	Undirected
3242804955	😭	Undirected
3243882225	#drowners	Undirected
3243882225	#indierock	Undirected
3243882225	#matthewhitt	Undirected
3243882225	#matthitt	Undirected
3243882225	at	Undirected
3243882225	celestemarie.jpg	Undirected
3243882225	girl	Undirected
3243882225	hug	Undirected
3243882225	lucky	Undirected
3243882225	matt	Undirected
3243882225	shaialabeouf	Undirected
3243882225	tonight	Undirected
3243882225	tonight!i	Undirected
3243882225	too	Undirected
3243882225	via	Undirected
3243882225	with	Undirected
3243882225	🎶	Undirected
3243882225	😍	Undirected
3243882225	😞	Undirected
3244312084	medicina	Undirected
3244312084	respiratoria	Undirected
3244312084	u	Undirected
3244312084	😴	Undirected
324656248	dia	Undirected
324656248	inspiración	Undirected
324656248	mayor	Undirected
324656248	motivación	Undirected
325123038	nuevo	Undirected
325123038	realidad	Undirected
325227048	cursi	Undirected
325227048	tipa	Undirected
325227048	🐾	Undirected
325278688	calor	Undirected
325278688	necesito	Undirected
325871252	#nuncatedireadios	Undirected
325871252	??	Undirected
325871252	amor	Undirected
325871252	bello	Undirected
325871252	camino	Undirected
325871252	compañía	Undirected
325871252	corazón	Undirected
325871252	demuéstrame	Undirected
325871252	dura	Undirected
325871252	día	Undirected
325871252	días	Undirected
325871252	enséñame	Undirected
325871252	escuchas	Undirected
325871252	frío	Undirected
325871252	hora	Undirected
325871252	lección	Undirected
325871252	minuto	Undirected
325871252	mundo	Undirected
325871252	oración	Undirected
325871252	profundos	Undirected
325871252	ratito	Undirected
325871252	segundo	Undirected
325871252	sentirlo	Undirected
325871252	sol	Undirected
325871252	solo	Undirected
325871252	tiempo	Undirected
325904686	🔥	Undirected
3260184949	cumpleaños	Undirected
3260184949	feliz	Undirected
3260184949	on	Undirected
3260184949	you	Undirected
3260184949	🎂	Undirected
3260184949	🙈	Undirected
326399987	increíble	Undirected
326599737	@felipepelaez	Undirected
327362705	loco	Undirected
327362705	teatro	Undirected
327528193	bro	Undirected
327627684	@marcelamathieu	Undirected
327627684	dios	Undirected
327627684	minuto	Undirected
327627684	precio	Undirected
327627684	reencuentro	Undirected
327627684	😂	Undirected
327752186	#familia	Undirected
327752186	#madre	Undirected
327752186	#nietos	Undirected
327752186	amigos	Undirected
327752186	amor	Undirected
327752186	foto	Undirected
327752186	hermosa	Undirected
327752186	humildemente	Undirected
327752186	pequeñas	Undirected
327752186	urb	Undirected
328043220	amante	Undirected
328043220	bendiciones	Undirected
328043220	bolones	Undirected
328043220	felices	Undirected
328043220	pachangueroooo	Undirected
328043220	princesa	Undirected
328043220	💘	Undirected
328043220	😳	Undirected
328588436	rato	Undirected
3290703303	@imzackss	Undirected
3290703303	callate	Undirected
3290703303	feo	Undirected
3290703303	uapo	Undirected
3290703303	v	Undirected
3290865046	@barbaradvh	Undirected
3290865046	aaaaanuelbruuuuuu	Undirected
3290865046	alcohol	Undirected
3290865046	am	Undirected
3290865046	amiguita	Undirected
3290865046	amor	Undirected
3290865046	bienvenidaaaaa	Undirected
3290865046	buen	Undirected
3290865046	chilingggg	Undirected
3290865046	ganas	Undirected
3290865046	hermanoooooo	Undirected
3290865046	jaja	Undirected
3290865046	jeje	Undirected
3290865046	ninfómana	Undirected
3290865046	pelirojas	Undirected
3290865046	recuerdos	Undirected
3290865046	rico	Undirected
3290865046	sabrás	Undirected
3290865046	secuelas	Undirected
3290865046	solo	Undirected
3290865046	vivo	Undirected
3290865046	🍻	Undirected
3290865046	👅	Undirected
3290865046	😚	Undirected
3290865046	🙈	Undirected
3291893753	#kcamexico	Undirected
3291893753	#sebastianvillalobosvideo	Undirected
3291893753	#sebastianvillalobosyoutuber	Undirected
3291893753	aburrido	Undirected
3291893753	acción	Undirected
3291893753	decirte	Undirected
3291893753	feliz	Undirected
3291893753	foto	Undirected
3291893753	gwidhwiejekd	Undirected
3291893753	juntos	Undirected
3291893753	khe	Undirected
3291893753	mereces	Undirected
3291893753	sebastián	Undirected
3291893753	teh	Undirected
3291893753	tuyas	Undirected
3291893753	👫	Undirected
3291893753	💕	Undirected
3291893753	😂	Undirected
3291893753	😄	Undirected
329197447	and	Undirected
329197447	daddy	Undirected
329197447	i	Undirected
329197447	it	Undirected
329197447	jesus	Undirected
329197447	life	Undirected
329197447	men	Undirected
329197447	my	Undirected
329197447	nebraska	Undirected
329197447	only	Undirected
329197447	sagitario	Undirected
329197447	three	Undirected
329197447	triste	Undirected
329197447	💓	Undirected
329197447	💘	Undirected
3292051114	doctor	Undirected
3292051114	ire	Undirected
3292051114	mierda	Undirected
3292051114	🍻	Undirected
3292051114	🎉	Undirected
32929654	canciones	Undirected
32929654	dreams	Undirected
32929654	eurocopa	Undirected
32929654	latin	Undirected
32929654	salgan	Undirected
329416965	👅	Undirected
329742856	@geiisypo	Undirected
329742856	😂	Undirected
3300193300	😂	Undirected
3300944476	mierda	Undirected
3301270653	sebastián	Undirected
3301834204	abrazote	Undirected
3301834204	d	Undirected
3301834204	enviarte	Undirected
3301834204	forma	Undirected
3301834204	gusto	Undirected
3301834204	nuevo	Undirected
3301834204	oso	Undirected
3301834204	perdón	Undirected
3301834204	v	Undirected
3301834204	vídeo	Undirected
3301834204	único	Undirected
3302034868	@adiazgranados	Undirected
3302034868	@fcfseleccioncol	Undirected
3302034868	gales-irlanda	Undirected
3302034868	gente	Undirected
3302034868	idea	Undirected
3302034868	madafakas	Undirected
3302034868	madre	Undirected
3302034868	madrugamos	Undirected
3302034868	norte	Undirected
3302034868	polonia	Undirected
